Epoch, Train Loss, Validation Loss
1,3.4042292997892236,4.3975148273745805
2,1.9487788085335305,2.09689250088187
3,1.3744306127600427,1.3846860607581692
4,1.1076696029036073,1.1256412660853539
5,0.9305913597173446,0.9612839235659835
6,0.7203116210129002,0.8710378100465186
7,0.5859144435797077,0.7727052898961627
8,0.5121930175471998,0.7936807126376176
9,0.47696867418029504,0.5875611851036581
10,0.4231577068971759,0.6761190786807265
11,0.38505066244789155,0.5809523516261389
12,0.36930650052079583,0.49682691755529707
13,0.3390165914631733,0.44378871992271085
14,0.3085638206051693,0.5373573666784148
15,0.2827221834425381,0.5755720734474246
16,0.25735934774808983,0.5032510499034777
17,0.24946460038945323,0.46637393036495295
18,0.22977507589880405,0.6805073418430821
19,0.22936829247731355,0.6524772617770725
20,0.20165802969852104,0.38429389335418435
21,0.18887913500688905,0.3731690225167013
22,0.19703204360164614,0.6968431090722552
23,0.17750231121756727,0.3593181371861687
24,0.17741618968519088,0.2979944762062102
25,0.1773676432926515,0.38994341098304885
26,0.17539834630792914,0.42919476319197974
27,0.15944891547036927,0.29698564027493013
28,0.1564992996247184,0.29827464738653314
29,0.16166590333736253,0.6205608614854612
30,0.1469323441111174,0.2517015160901236
31,0.15286341354343938,0.3448175895637853
32,0.14294119452350812,0.4823942494804373
33,0.1507195806637382,0.24271050682108378
34,0.14038257645953742,0.2577640421405906
35,0.14079112249495307,0.5948006216025866
36,0.12874024219145588,0.23158161625302678
37,0.12898053861466863,0.25898784411385833
38,0.13205877549887657,0.3662300136232114
39,0.13783217252770097,0.3156557481539716
40,0.12705803068479105,0.20088059283990217
41,0.13051928293382614,0.5057557329380942
42,0.1243978421543558,0.28596498185614183
43,0.12697670023850935,0.23212068693460206
44,0.12971601208007563,0.33962481250471993
45,0.1189550759046299,0.22641851138537059
46,0.12103492805044633,0.22324196725024326
47,0.12003447970498786,0.2539297078906937
48,0.12012325403311903,0.19734600664616672
49,0.11936852352766483,0.28815947538526426
50,0.11275214742415106,0.4022738190833479
51,0.11646450697833695,0.19156463686061626
52,0.1141292511426867,0.23567964502622468
53,0.11185237572348426,0.30020116952422793
54,0.116391031589535,0.20420025386105345
55,0.12156348245700742,0.36584379994127425
56,0.11379807570015851,0.7639866422843513
57,0.11858824420195521,0.1904123005432821
58,0.11288628726060038,0.20027767149955197
59,0.10852046606376621,0.4383111668783179
60,0.10932549693971573,0.6447179115272643
61,0.11203699836701592,0.3581234856740486
62,0.10591104465671264,0.17590101483210874
63,0.10692562450691208,0.20715149604831315
64,0.10829364325412338,0.19579637673120198
65,0.11234854126877954,0.7833520844746503
66,0.10691785600454011,0.24259458738480852
67,0.10237354184268295,0.1887032330411336
68,0.10470280191713456,0.3286015097032541
69,0.10295209966157032,0.17330262783607753
70,0.10347200220655023,0.2630861781259966
71,0.10507329846792991,0.1858285721945556
72,0.10167466463692017,0.1604130749720836
73,0.10235346149275004,0.19019463441108952
74,0.10149096473030156,0.20838548931421297
75,0.10290715166789265,0.18394832959191215
76,0.10247586959650402,0.20436679662203244
77,0.10070689247534828,0.21173139717063855
78,0.10201551338018654,0.20321067300417733
79,0.10537385083502411,0.18594894479496576
80,0.09865898228741891,0.18740019322155393
81,0.09561045000422645,0.2615796410072977
82,0.09991467629314625,0.2750278333472454
83,0.09840773956432543,0.17010173116460867
84,0.0952929424586626,0.17671293218967843
85,0.09738338097472889,0.24119367928337712
86,0.10167910077636425,0.2264618949667758
87,0.10951635747870893,0.5712981814021391
88,0.10010697703604282,0.288934331930214
89,0.10342190839399773,0.1687086496479793
90,0.0930302978137328,0.14628382559609499
91,0.08906664193004175,0.14342043800360837
92,0.08877416720980906,0.14080886423026565
93,0.08679863797671623,0.14173799480401045
94,0.08696948362531567,0.13816966604406836
95,0.08582865485282419,0.1391484536821283
96,0.08507340625924514,0.13952422439116643
97,0.08410092286591647,0.140379597837569
98,0.08340954187050073,0.14039481811654472
99,0.08367661969689703,0.13819666973881498
100,0.08254569076228155,0.14204876151420867
101,0.08252355253958951,0.14241888179564768
102,0.08230249080897979,0.1404507016868831
103,0.08191764606698845,0.14056806728385152
104,0.08163164132962308,0.1422458990516678
105,0.08149869633781907,0.14011464136684168
106,0.08100030041677952,0.14163917931575556
107,0.08140640589130495,0.14302321066637624
108,0.08057837539739769,0.14173140028653275
109,0.08062777685352382,0.1425420939047947
110,0.08132398819442672,0.13966709076082254
111,0.08158995505107867,0.13813421810066173
112,0.08049597699866588,0.13740986829377533
113,0.07976245348155701,0.13763133796947646
114,0.0792485760422737,0.13724481691982532
115,0.07951095881927496,0.13782354700175728
116,0.07959634673920228,0.137772340042055
117,0.07923248740232648,0.13731633189772804
118,0.07903830851347314,0.13724435594666945
119,0.07914589992906376,0.13670874242167555
120,0.07900992356949606,0.13712743937503546
121,0.0784644347561946,0.13691456515421302
122,0.07927053033002125,0.13677072779536775
123,0.07841892101868672,0.13755802287111124
124,0.07837032594204345,0.13713448975610396
125,0.07848229599448202,0.1362725830709106
126,0.07803396634220568,0.13643661378979416
127,0.07802119275633888,0.13686933624507314
128,0.07885982991999115,0.13708965276956647
129,0.07817235019995379,0.1369810788564315
130,0.07836650969307914,0.1370930175363558
131,0.0779137793990574,0.13701963877355208
132,0.07777717971292514,0.1371801530611376
133,0.07801999576919663,0.13696922134129152
134,0.07833612316953428,0.13684352968187036
135,0.0780073832442436,0.13715519357368952
136,0.07777284733328188,0.13748628514545347
137,0.07782217425554101,0.13687564281255665
138,0.07791123011105984,0.13647209468153285
139,0.0772322832432805,0.13724971566030014
140,0.07799821453984022,0.13675585539663804
141,0.07760859870080847,0.13746141805872727
142,0.07774261497547617,0.13735028197246657
143,0.07720081866733997,0.13719866202999817
144,0.07779366801185462,0.13717147092030924
145,0.07796804772575672,0.13702339682357964
